ID,TotalAmount,MostRecent,NumberOfPurchases,PurchaseInterval
31542,449,12/25/2006,8,7
31543,387,6/20/2006,4,195
31544,1240,8/9/2006,12,145
31545,1782,9/28/2006,15,95
31546,783,11/28/2006,9,34
31547,1344,8/9/2006,13,145
31548,977,10/29/2006,9,64
31549,1131,10/23/2006,10,70
31550,1117,9/25/2006,12,98
31551,928,7/30/2006,9,155
31552,524,8/13/2006,7,141
31553,1036,9/10/2006,13,113
31554,1154,7/27/2006,12,158
31555,1720,11/16/2006,14,46
31556,1132,4/10/2006,13,266
31557,1619,5/25/2006,12,221
31558,505,7/1/2006,5,184
31559,1146,9/26/2006,10,97
31560,1011,8/16/2006,11,138
31561,1045,11/23/2005,8,404
31562,636,4/26/2006,6,250
31563,94,8/29/2006,3,125
31564,1036,8/21/2006,10,133
31565,656,4/25/2005,7,616
31566,816,1/15/2006,10,351
31567,794,3/4/2006,10,303
31568,551,7/10/2006,10,175
31569,1302,11/4/2006,12,58
31570,769,7/16/2006,9,169
31571,508,7/22/2006,7,163
31572,1235,11/27/2006,13,35
31573,991,4/19/2006,10,257
31574,1283,2/5/2006,10,330
31575,1125,10/14/2006,14,79
31576,389,9/7/2006,7,116
31577,823,6/12/2006,8,203
31578,1703,2/8/2006,17,327
31579,797,10/14/2006,8,79
31580,2271,6/10/2006,18,205
31581,825,7/22/2006,11,163
31582,671,9/25/2006,10,98
31583,931,7/10/2006,10,175
31584,1010,8/5/2006,9,149
31585,852,5/22/2006,9,224
31586,1013,6/27/2006,10,188
31587,855,11/28/2006,9,34
31588,526,8/3/2006,5,151
31589,486,10/13/2006,5,80
31590,677,11/27/2006,10,35
31591,1031,9/18/2006,12,105
31592,254,12/4/2005,4,393
31593,575,2/18/2006,8,317
31594,1292,9/22/2006,15,101
31595,803,10/1/2006,10,92
31596,1251,7/3/2006,11,182
31597,869,3/6/2006,9,301
31598,1261,9/22/2005,10,466
31599,819,7/3/2006,10,182
31600,438,10/1/2006,9,92
31601,861,8/16/2006,9,138
31602,463,5/19/2006,7,227
31603,936,9/26/2005,9,462
31604,1082,12/22/2005,10,375
31605,886,8/30/2005,9,489
31606,992,11/4/2006,12,58
31607,379,10/9/2005,4,449
31608,961,7/16/2006,7,169
31609,836,8/31/2006,8,123
31610,820,10/24/2006,8,69
31611,918,10/3/2006,9,90
31612,635,8/8/2006,5,146
31613,928,5/28/2006,10,218
31614,1044,8/13/2006,10,141
31615,1260,11/13/2006,13,49
31616,1397,8/28/2006,14,126
31617,761,11/20/2006,8,42
31618,1186,9/17/2006,8,106
31619,1021,9/12/2006,10,111
31620,1753,9/2/2005,14,486
31621,676,12/2/2006,9,30
31622,690,10/17/2006,9,76
31623,1255,7/5/2005,12,545
31624,1881,7/21/2006,15,164
31625,1638,6/12/2006,15,203
31626,1017,10/4/2006,13,89
31627,1031,8/29/2005,11,490
31628,927,8/2/2006,10,152
31629,1681,5/23/2006,17,223
31630,654,12/24/2005,9,373
31631,338,8/28/2005,5,491
31632,748,5/30/2006,11,216
31633,210,11/5/2005,3,422
31634,595,11/4/2006,7,58
31635,693,10/23/2006,8,70
31636,605,9/6/2006,6,117
31637,1604,10/27/2005,11,431
31638,577,8/13/2005,5,506
31639,877,7/30/2006,10,155
31640,924,11/6/2005,9,421
31641,791,9/14/2006,8,109
31642,388,6/7/2006,5,208
31643,1899,10/22/2006,16,71
31644,1388,9/28/2006,13,95
31645,1335,10/8/2006,12,85
31646,1036,7/20/2006,9,165
31647,932,9/3/2006,9,120
31648,782,6/26/2006,10,189
31649,1193,11/16/2006,13,46
31650,1115,10/2/2006,10,91
31651,699,9/27/2005,7,461
31652,1070,5/11/2006,11,235
31653,1161,11/4/2006,8,58
31654,1039,11/20/2006,13,42
31655,640,12/15/2006,9,17
31656,711,7/16/2006,11,169
31657,673,11/27/2006,9,35
31658,611,9/3/2006,6,120
31659,1154,2/5/2006,13,330
31660,1166,6/20/2006,12,195
31661,1776,11/26/2006,15,36
31662,887,7/29/2006,11,156
31663,436,10/22/2006,7,71
31664,473,12/3/2006,6,29
31665,546,4/16/2006,6,260
31666,815,5/10/2006,9,236
31667,806,8/8/2006,8,146
31668,1698,7/15/2006,17,170
31669,1106,8/25/2005,8,494
31670,691,9/18/2006,7,105
31671,727,5/11/2006,8,235
31672,1108,10/16/2006,10,77
31673,583,7/3/2006,7,182
31674,899,5/2/2006,11,244
31675,958,9/11/2006,14,112
31676,720,7/3/2006,10,182
31677,549,9/30/2006,5,93
31678,921,5/26/2006,10,220
31679,1409,1/4/2006,12,362
31680,722,8/12/2006,10,142
31681,1514,9/19/2006,12,104
31682,1125,9/19/2006,12,104
31683,1296,11/1/2006,13,61
31684,818,8/29/2006,9,125
31685,681,10/16/2005,8,442
31686,807,7/10/2006,8,175
31687,1120,12/1/2006,13,31
31688,492,7/6/2005,6,544
31689,1259,6/12/2006,12,203
31690,537,6/27/2006,7,188
31691,352,7/18/2006,3,167
31692,1099,10/22/2006,12,71
31693,860,3/18/2006,9,289
31694,837,11/9/2005,12,418
31695,851,10/12/2005,10,446
31696,1045,9/9/2006,13,114
31697,901,10/21/2006,8,72
31698,740,8/10/2006,10,144
31699,573,9/25/2005,7,463
31700,674,5/7/2006,8,239
31701,534,10/18/2006,10,75
31702,1270,8/6/2006,13,148
31703,948,11/4/2006,9,58
31704,1732,5/29/2006,15,217
31705,236,7/21/2006,3,164
31706,639,7/1/2006,7,184
31707,1007,10/3/2006,8,90
31708,1882,8/20/2006,20,134
31709,1006,11/25/2006,11,37
31710,482,9/14/2005,6,474
31711,1169,4/5/2006,14,271
31712,1119,5/2/2006,9,244
31713,708,7/13/2006,9,172
31714,1485,12/8/2006,13,24
31715,642,12/18/2006,10,14
31716,1314,6/28/2006,10,187
31717,1172,6/29/2006,11,186
31718,1569,11/26/2006,14,36
31719,614,11/10/2005,6,417
31720,1137,6/6/2006,11,209
31721,493,5/28/2006,5,218
31722,993,2/17/2006,12,318
31723,867,6/5/2006,8,210
31724,1069,9/18/2006,11,105
31725,652,8/19/2005,8,500
31726,850,9/14/2006,8,109
31727,554,5/30/2006,6,216
31728,594,8/25/2006,6,129
31729,687,10/3/2006,5,90
31730,699,6/26/2006,10,189
31731,888,7/10/2006,11,175
31732,529,4/26/2006,7,250
31733,945,3/19/2006,9,288
31734,1209,11/22/2006,11,40
31735,1135,2/26/2006,10,309
31736,2010,10/2/2006,21,91
31737,870,3/14/2006,9,293
31738,1539,8/29/2006,15,125
31739,997,11/26/2006,10,36
31740,1033,11/1/2006,13,61
31741,508,10/21/2005,5,437
31742,1155,8/9/2006,12,145
31743,1213,9/14/2006,12,109
31744,602,7/8/2006,6,177
31745,868,8/8/2006,8,146
31746,1186,4/29/2006,12,247
31747,929,11/9/2006,9,53
31748,1577,12/27/2006,13,5
31749,1003,8/11/2006,11,143
31750,981,5/1/2006,8,245
31751,947,12/21/2006,9,11
31752,474,1/31/2006,6,335
31753,1011,10/12/2006,13,81
31754,932,6/16/2006,9,199
31755,984,11/9/2006,9,53
31756,1542,10/18/2006,15,75
31757,650,9/28/2006,7,95
31758,1014,9/21/2006,9,102
31759,1615,12/26/2006,18,6
31760,738,4/24/2006,8,252
31761,945,9/17/2006,10,106
31762,1053,12/30/2006,14,2
31763,808,1/4/2006,6,362
31764,1234,8/16/2006,12,138
31765,426,11/13/2006,6,49
31766,682,10/29/2006,8,64
31767,1036,7/5/2006,9,180
31768,1156,5/8/2006,12,238
31769,679,9/6/2006,8,117
31770,897,12/30/2006,11,2
31771,768,12/30/2006,7,2
31772,1164,9/21/2006,10,102
31773,590,6/29/2005,5,551
31774,1092,10/3/2006,11,90
31775,20,5/29/2005,1,582
31776,972,11/6/2006,9,56
31777,1147,12/17/2006,17,15
31778,551,10/22/2005,8,436
31779,1522,7/15/2006,13,170
31780,1055,6/30/2006,12,185
31781,686,11/17/2006,8,45
31782,1107,9/23/2006,12,100
31783,669,5/13/2006,8,233
31784,668,10/1/2006,8,92
31785,883,7/6/2006,10,179
31786,709,10/3/2006,6,90
31787,763,12/3/2005,7,394
31788,962,11/18/2006,14,44
31789,1045,7/26/2006,10,159
31790,1024,8/2/2006,11,152
31791,993,6/25/2006,12,190
31792,773,11/18/2005,8,409
31793,806,7/23/2006,9,162
31794,1274,9/29/2005,14,459
31795,973,5/11/2006,9,235
31796,641,11/4/2006,7,58
31797,513,8/25/2006,9,129
31798,717,6/17/2006,9,198
31799,557,3/15/2006,6,292
31800,977,8/21/2006,10,133
31801,812,6/20/2006,8,195
31802,967,9/27/2005,7,461
31803,1019,10/20/2006,13,73
31804,885,3/13/2006,9,294
31805,863,8/19/2005,10,500
31806,698,10/27/2006,9,66
31807,1169,1/29/2006,11,337
31808,987,6/1/2006,9,214
31809,1324,8/12/2006,15,142
31810,818,7/12/2006,10,173
31811,1118,6/7/2006,10,208
31812,784,5/26/2006,9,220
31813,1109,9/9/2006,12,114
31814,1078,6/26/2006,12,189
31815,1285,12/15/2005,10,382
31816,1119,9/2/2006,12,121
31817,581,7/27/2006,6,158
31818,586,7/19/2006,5,166
31819,802,9/12/2006,8,111
31820,868,5/28/2006,9,218
31821,1201,8/31/2006,12,123
31822,540,4/30/2006,6,246
31823,929,8/4/2006,11,150
31824,460,8/16/2005,6,503
31825,1041,3/17/2006,12,290
31826,1722,10/10/2006,17,83
31827,201,10/4/2006,2,89
31828,911,8/2/2006,7,152
31829,884,5/8/2006,9,238
31830,448,2/5/2006,5,330
31831,645,7/13/2006,8,172
31832,1422,10/25/2005,11,433
31833,858,10/13/2006,8,80
31834,738,12/26/2006,6,6
31835,958,6/23/2006,9,192
31836,1674,12/4/2006,15,28
31837,280,2/17/2006,3,318
31838,382,7/27/2006,3,158
31839,560,3/28/2006,9,279
31840,1359,6/3/2006,13,212
31841,819,7/22/2006,10,163
31842,609,9/20/2006,6,103
31843,618,10/13/2006,6,80
31844,1047,7/17/2006,9,168
31845,1079,4/13/2006,10,263
31846,667,8/29/2006,8,125
31847,925,7/28/2006,10,157
31848,1246,8/24/2006,12,130
31849,1341,12/10/2006,10,22
31850,615,3/27/2006,7,280
31851,868,10/30/2005,8,428
31852,1213,9/24/2006,10,99
31853,701,10/27/2006,8,66
31854,1129,9/2/2006,14,121
31855,492,12/30/2006,6,2
31856,1113,7/26/2005,10,524
31857,1506,9/18/2006,18,105
31858,513,12/15/2006,6,17
31859,1005,10/8/2006,13,85
31860,1350,6/26/2006,14,189
31861,1309,1/27/2006,11,339
31862,921,9/5/2006,12,118
31863,1034,8/19/2006,11,135
31864,1517,11/16/2006,15,46
31865,686,2/18/2006,5,317
31866,393,12/15/2006,5,17
31867,948,12/8/2006,12,24
31868,1573,8/19/2006,16,135
31869,531,5/3/2006,6,243
31870,938,9/30/2006,11,93
31871,1053,11/30/2006,13,32
31872,1697,1/26/2006,12,340
31873,875,10/9/2006,12,84
31874,1254,5/15/2006,10,231
31875,842,7/16/2006,10,169
31876,666,2/12/2006,8,323
31877,873,12/10/2005,10,387
31878,1200,7/28/2006,13,157
31879,873,7/8/2006,11,177
31880,498,7/12/2005,4,538
31881,712,11/26/2005,9,401
31882,1175,7/27/2006,12,158
31883,1285,11/5/2006,11,57
31884,624,1/30/2006,7,336
31885,543,10/22/2006,7,71
31886,399,9/19/2006,9,104
31887,1718,8/14/2006,17,140
31888,523,8/29/2006,7,125
31889,595,5/11/2006,9,235
31890,1183,5/21/2006,14,225
31891,668,11/26/2005,9,401
31892,822,6/21/2006,9,194
31893,914,8/27/2006,9,127
31894,631,7/8/2006,8,177
31895,1201,10/20/2006,12,73
31896,302,12/6/2006,7,26
31897,2011,9/15/2006,14,108
31898,968,3/14/2006,11,293
31899,872,5/25/2006,9,221
31900,1321,8/26/2006,15,128
31901,301,3/25/2006,6,282
31902,1061,11/17/2006,9,45
31903,661,6/24/2006,7,191
31904,823,9/30/2006,10,93
31905,651,11/22/2006,6,40
31906,575,1/29/2006,7,337
31907,875,10/6/2006,10,87
31908,625,4/23/2006,7,253
31909,1195,4/30/2006,11,246
31910,1240,12/11/2006,10,21
31911,584,8/1/2006,7,153
31912,1609,9/28/2006,15,95
31913,952,5/7/2006,10,239
31914,816,9/5/2006,9,118
31915,843,9/3/2006,8,120
31916,1049,6/18/2006,11,197
31917,653,11/19/2006,6,43
31918,582,7/23/2006,8,162
31919,359,1/6/2006,5,360
31920,697,2/2/2006,7,333
31921,469,1/24/2006,6,342
31922,887,6/10/2006,8,205
31923,1000,6/10/2006,8,205
31924,795,9/9/2006,9,114
31925,887,10/27/2006,12,66
31926,1190,8/10/2006,11,144
31927,448,2/3/2006,8,332
31928,818,10/4/2005,7,454
31929,942,2/1/2006,10,334
31930,917,8/10/2006,9,144
31931,154,8/2/2006,2,152
31932,1185,11/20/2006,16,42
31933,1062,12/27/2006,11,5
31934,731,6/30/2006,7,185
31935,979,7/28/2006,8,157
31936,832,4/29/2006,9,247
31937,1446,10/9/2006,15,84
31938,1227,7/7/2006,12,178
31939,1002,10/23/2006,13,70
31940,905,10/26/2006,15,67
31941,546,2/1/2006,6,334
31942,1336,10/25/2006,14,68
31943,1072,1/23/2006,10,343
31944,1056,10/1/2006,11,92
31945,770,9/3/2006,8,120
31946,1152,7/18/2005,10,532
31947,834,7/24/2006,9,161
31948,1074,5/29/2006,13,217
31949,544,10/20/2006,8,73
31950,1391,10/15/2005,13,443
31951,399,6/7/2005,6,573
31952,1294,10/16/2006,11,77
31953,1123,6/12/2006,13,203
31954,818,11/15/2006,8,47
31955,702,6/10/2006,7,205
31956,1637,8/21/2006,17,133
31957,981,8/31/2006,10,123
31958,458,11/11/2005,5,416
31959,1215,6/7/2006,12,208
31960,1105,9/25/2006,10,98
31961,750,12/6/2006,7,26
31962,943,5/31/2006,8,215
31963,675,9/22/2006,8,101
31964,826,8/13/2006,9,141
31965,645,8/3/2006,9,151
31966,1171,12/30/2006,8,2
31967,1068,6/25/2006,14,190
31968,1036,8/17/2006,13,137
31969,659,9/15/2006,9,108
31970,597,10/31/2006,8,62
31971,1348,9/17/2006,15,106
31972,1384,10/10/2006,12,83
31973,1321,6/30/2006,13,185
31974,1758,8/25/2006,15,129
31975,799,12/13/2005,8,384
31976,1170,9/3/2006,9,120
31977,1003,8/8/2006,11,146
31978,1469,8/23/2006,16,131
31979,920,9/19/2005,8,469
31980,358,12/19/2005,3,378
31981,786,8/21/2006,11,133
31982,581,8/30/2005,6,489
31983,1156,7/29/2006,12,156
31984,930,7/1/2006,8,184
31985,485,7/15/2006,7,170
31986,904,7/2/2006,10,183
31987,749,9/26/2006,7,97
31988,735,6/27/2006,7,188
31989,894,6/26/2006,12,189
31990,605,7/7/2006,6,178
31991,777,10/9/2006,6,84
31992,1234,9/24/2006,11,99
31993,771,5/16/2006,10,230
31994,555,5/27/2006,6,219
31995,1088,7/21/2006,11,164
31996,537,2/2/2005,3,698
31997,238,7/25/2006,5,160
31998,492,6/15/2006,7,200
31999,1233,1/12/2006,12,354
32000,312,11/15/2005,4,412
32001,589,8/1/2006,7,153
32002,1133,9/5/2006,11,118
32003,403,4/17/2005,6,624
32004,877,11/27/2006,13,35
32005,1615,10/3/2006,15,90
32006,1281,11/5/2006,15,57
32007,576,6/10/2005,5,570
32008,773,7/29/2006,9,156
32009,851,9/7/2006,9,116
32010,711,7/26/2006,10,159
32011,1327,11/5/2006,14,57
32012,1559,7/1/2006,13,184
32013,1070,11/14/2006,10,48
32014,636,10/11/2006,7,82
32015,1247,3/29/2006,14,278
32016,793,8/10/2006,10,144
32017,915,10/3/2006,10,90
32018,591,11/17/2005,6,410
32019,650,11/6/2006,7,56
32020,1224,1/18/2006,11,348
32021,1150,2/21/2006,12,314
32022,701,9/21/2005,9,467
32023,1180,7/7/2006,12,178
32024,653,6/22/2006,8,193
32025,1092,10/14/2006,8,79
32026,488,12/24/2006,6,8
32027,1341,12/28/2006,11,4
32028,796,11/26/2006,10,36
32029,749,9/13/2006,8,110
32030,968,4/26/2006,11,250
32031,1301,8/28/2006,13,126
32032,925,11/18/2005,12,409
32033,989,3/5/2006,13,302
32034,1063,12/3/2006,11,29
32035,1303,8/28/2006,15,126
32036,1061,7/16/2006,11,169
32037,669,10/5/2006,10,88
32038,1629,11/6/2006,14,56
32039,1193,10/6/2006,11,87
32040,696,10/5/2006,7,88
32041,832,6/5/2006,8,210
32042,807,7/1/2006,7,184
32043,748,9/7/2006,8,116
32044,1037,11/8/2006,10,54
32045,2110,12/17/2006,19,15
32046,1195,7/1/2006,11,184
32047,933,5/21/2006,10,225
32048,1012,7/25/2006,10,160
32049,990,7/26/2006,12,159
32050,688,7/15/2006,9,170
32051,1433,7/13/2006,12,172
32052,1139,12/11/2005,11,386
32053,916,10/7/2006,11,86
32054,557,9/16/2006,7,107
32055,1048,10/5/2006,8,88
32056,692,9/15/2006,9,108
32057,509,8/30/2006,8,124
32058,1505,9/16/2006,14,107
32059,1135,8/5/2006,11,149
32060,727,11/24/2006,12,38
32061,1236,6/18/2006,15,197
32062,1143,7/27/2006,13,158
32063,920,8/8/2005,8,511
32064,919,5/2/2006,9,244
32065,1052,11/15/2006,12,47
32066,969,10/9/2006,7,84
32067,1122,12/29/2006,13,3
32068,1944,8/31/2006,16,123
32069,712,7/17/2006,9,168
32070,1222,6/30/2006,11,185
32071,660,8/25/2005,11,494
32072,1080,6/2/2006,14,213
32073,1070,6/14/2006,9,201
32074,712,7/5/2006,8,180
32075,959,7/31/2006,10,154
32076,304,9/27/2006,6,96
32077,822,12/9/2005,9,388
32078,1487,10/6/2006,20,87
32079,1399,6/14/2006,13,201
32080,1472,10/18/2006,15,75
32081,692,11/20/2005,7,407
32082,992,7/1/2006,11,184
32083,768,11/5/2006,10,57
32084,788,11/22/2006,10,40
32085,924,12/4/2006,12,28
32086,905,7/15/2006,9,170
32087,782,7/30/2006,8,155
32088,929,9/24/2006,8,99
32089,1004,12/3/2006,8,29
32090,191,4/4/2005,3,637
32091,1011,8/23/2006,12,131
32092,781,9/28/2006,9,95
32093,1284,6/14/2006,11,201
32094,511,5/10/2006,4,236
32095,822,7/16/2006,9,169
32096,1107,12/5/2006,10,27
32097,1381,11/14/2006,13,48
32098,789,5/9/2006,11,237
32099,702,12/25/2005,8,372
32100,621,10/28/2006,5,65
32101,877,10/18/2006,13,75
32102,612,10/8/2006,7,85
32103,995,11/28/2006,8,34
32104,968,5/23/2006,10,223
32105,1434,10/15/2006,12,78
32106,991,11/26/2006,11,36
32107,1293,12/24/2006,11,8
32108,898,4/19/2006,10,257
32109,1101,4/11/2006,11,265
32110,1103,10/7/2006,9,86
32111,659,10/6/2006,6,87
32112,857,9/10/2006,10,113
32113,1609,10/14/2006,15,79
32114,923,8/19/2006,10,135
32115,1118,10/16/2005,12,442
32116,1219,9/7/2006,13,116
32117,894,9/1/2006,12,122
32118,1043,5/13/2006,9,233
32119,936,10/26/2005,9,432
32120,994,10/22/2006,10,71
32121,1299,8/27/2006,13,127
32122,1562,8/1/2006,15,153
32123,795,7/9/2006,10,176
32124,1126,9/26/2006,13,97
32125,814,11/12/2006,12,50
32126,883,9/28/2006,11,95
32127,431,10/13/2006,6,80
32128,725,7/26/2006,8,159
32129,747,8/8/2006,9,146
32130,1452,5/29/2006,10,217
32131,605,9/20/2006,7,103
32132,1087,12/3/2005,10,394
32133,1133,5/24/2006,10,222
32134,1483,8/1/2006,15,153
32135,1359,12/19/2006,16,13
32136,1411,11/30/2006,16,32
32137,454,9/10/2005,7,478
32138,684,7/27/2006,8,158
32139,932,9/4/2006,7,119
32140,709,7/14/2006,9,171
32141,1028,9/27/2006,10,96
32142,1240,10/21/2006,11,72
32143,997,11/20/2006,8,42
32144,1039,11/23/2006,10,39
32145,545,9/3/2005,6,485
32146,439,8/18/2006,6,136
32147,1107,4/19/2006,12,257
32148,2172,6/11/2006,21,204
32149,657,10/8/2006,6,85
32150,1542,4/5/2006,14,271
32151,776,9/19/2005,8,469
32152,1406,9/23/2006,12,100
32153,968,6/30/2006,9,185
32154,638,12/15/2005,7,382
32155,729,1/21/2006,6,345
32156,1758,8/8/2006,15,146
32157,557,8/23/2006,4,131
32158,1940,10/17/2006,23,76
32159,787,5/30/2006,7,216
32160,653,9/18/2006,9,105
32161,839,6/15/2006,11,200
32162,1015,7/30/2006,7,155
32163,737,7/20/2006,10,165
32164,1072,7/3/2006,11,182
32165,1265,9/17/2006,13,106
32166,590,10/4/2006,8,89
32167,1391,7/16/2006,14,169
32168,720,10/9/2006,7,84
32169,1321,8/13/2006,16,141
32170,133,2/25/2006,2,310
32171,1161,5/23/2006,15,223
32172,609,10/16/2006,9,77
32173,213,6/16/2006,3,199
32174,1157,8/31/2006,11,123
32175,742,10/1/2006,9,92
32176,787,8/9/2006,7,145
32177,1356,8/13/2006,14,141
32178,760,10/4/2006,9,89
32179,548,10/28/2006,6,65
32180,1498,3/23/2006,15,284
32181,1370,7/19/2006,12,166
32182,1236,7/16/2006,11,169
32183,796,6/20/2006,7,195
32184,1076,11/9/2005,10,418
32185,1773,3/7/2006,17,300
32186,1215,9/2/2006,13,121
32187,1139,6/14/2006,11,201
32188,1154,6/26/2006,10,189
32189,932,10/4/2006,12,89
32190,1008,11/14/2006,8,48
32191,629,6/16/2006,6,199
32192,1557,8/13/2006,13,141
32193,862,11/25/2006,9,37
32194,793,10/5/2006,8,88
32195,641,4/27/2006,6,249
32196,1486,7/20/2006,19,165
32197,696,8/19/2005,7,500
32198,677,4/30/2006,9,246
32199,596,9/26/2006,7,97
32200,1082,8/2/2006,13,152
32201,800,11/15/2006,10,47
32202,33,4/3/2006,1,273
32203,1272,7/6/2006,14,179
32204,503,7/30/2005,5,520
32205,437,7/5/2006,7,180
32206,525,3/31/2006,8,276
32207,584,10/21/2005,7,437
32208,833,8/29/2006,8,125
32209,1004,10/10/2006,12,83
32210,1019,8/26/2006,13,128
32211,908,10/30/2006,10,63
32212,1722,10/21/2006,14,72
32213,1159,9/6/2006,14,117
32214,1106,9/27/2006,11,96
32215,2593,9/8/2006,23,115
32216,1473,8/21/2006,14,133
32217,1558,9/26/2006,13,97
32218,1200,6/12/2006,13,203
32219,1324,9/24/2006,12,99
32220,1370,10/31/2006,15,62
32221,1090,3/26/2006,10,281
32222,1186,7/14/2006,14,171
32223,539,8/11/2006,9,143
32224,1323,9/5/2006,15,118
32225,1112,6/30/2006,11,185
32226,1190,6/20/2006,15,195
32227,974,11/23/2006,12,39
32228,768,10/13/2006,9,80
32229,974,7/19/2006,9,166
32230,407,12/30/2006,5,2
32231,862,7/15/2006,8,170
32232,732,11/22/2005,6,405
32233,769,7/12/2006,7,173
32234,1480,7/11/2006,14,174
32235,631,5/22/2006,10,224
32236,957,10/20/2006,9,73
32237,892,9/25/2006,8,98
32238,1362,8/26/2006,15,128
32239,1045,11/21/2005,11,406
32240,463,12/14/2006,7,18
32241,179,7/13/2005,2,537
32242,842,10/14/2006,10,79
32243,1309,7/11/2006,14,174
32244,726,10/19/2006,11,74
32245,626,7/17/2006,7,168
32246,1137,12/10/2006,11,22
32247,1127,9/28/2006,14,95
32248,579,11/6/2006,7,56
32249,493,4/9/2006,6,267
32250,845,8/19/2006,11,135
32251,1122,8/24/2006,11,130
32252,843,8/4/2006,8,150
32253,813,7/18/2006,9,167
32254,1226,6/6/2006,13,209
32255,1454,9/10/2006,11,113
32256,1112,7/17/2006,11,168
32257,344,6/8/2005,4,572
32258,686,4/27/2006,7,249
32259,587,3/8/2006,6,299
32260,663,11/28/2006,9,34
32261,1069,7/30/2006,10,155
32262,867,11/4/2005,9,423
32263,451,1/3/2006,6,363
32264,673,7/19/2006,8,166
32265,1286,7/31/2006,13,154
32266,988,8/28/2006,10,126
32267,1764,9/3/2006,15,120
32268,822,12/7/2006,8,25
32269,1177,1/1/2006,13,365
32270,1425,11/28/2006,11,34
32271,1210,9/5/2005,12,483
32272,569,8/16/2005,5,503
32273,1113,11/11/2006,9,51
32274,1361,10/19/2006,13,74
32275,1217,10/11/2006,14,82
32276,1254,11/30/2006,11,32
32277,1325,10/26/2006,11,67
32278,1428,9/2/2006,12,121
32279,920,9/17/2006,9,106
32280,838,12/19/2006,11,13
32281,964,9/10/2006,11,113
32282,659,10/26/2005,7,432
32283,1108,2/26/2006,9,309
32284,1282,2/25/2006,10,310
32285,1791,10/29/2006,16,64
32286,1541,6/6/2006,13,209
32287,1004,10/12/2005,6,446
32288,1190,4/11/2006,11,265
32289,906,7/29/2006,9,156
32290,790,7/10/2005,7,540
32291,685,12/17/2005,9,380
32292,351,10/3/2006,6,90
32293,1263,4/11/2006,14,265
32294,519,4/22/2005,4,619
32295,640,10/28/2006,6,65
32296,1354,10/26/2006,12,67
32297,1602,11/4/2006,15,58
32298,2040,2/5/2006,19,330
32299,874,9/20/2006,9,103
32300,309,6/22/2006,5,193
32301,1070,11/14/2006,8,48
32302,799,10/23/2006,12,70
32303,1338,8/8/2006,12,146
32304,588,9/14/2006,6,109
32305,949,6/30/2006,9,185
32306,681,9/14/2005,6,474
32307,601,11/21/2005,6,406
32308,1492,12/1/2006,17,31
32309,512,2/26/2006,6,309
32310,1399,11/18/2005,12,409
32311,899,11/16/2006,9,46
32312,829,3/7/2006,7,300
32313,776,10/16/2006,11,77
32314,1445,11/2/2006,14,60
32315,1210,10/6/2006,13,87
32316,661,8/13/2006,9,141
32317,991,7/25/2006,13,160
32318,698,11/17/2005,9,410
32319,628,9/25/2006,8,98
32320,744,12/29/2005,8,368
32321,754,4/18/2006,9,258
32322,1589,6/15/2006,14,200
32323,516,2/6/2006,6,329
32324,794,4/30/2006,10,246
32325,718,3/15/2006,8,292
32326,317,11/16/2006,4,46
32327,1292,11/12/2006,11,50
32328,345,8/6/2005,4,513
32329,650,8/21/2006,10,133
32330,569,10/9/2006,7,84
32331,1832,7/24/2006,15,161
32332,1130,8/30/2006,10,124
32333,1099,10/7/2006,12,86
32334,384,10/10/2006,6,83
32335,439,10/25/2006,6,68
32336,1309,7/20/2006,12,165
32337,239,6/3/2006,4,212
32338,640,11/26/2006,6,36
32339,1084,8/1/2006,11,153
32340,1136,12/23/2005,9,374
32341,1009,11/30/2006,10,32
32342,765,7/24/2006,10,161
32343,1065,8/23/2006,9,131
32344,1511,12/3/2006,15,29
32345,1424,11/6/2006,16,56
32346,1092,9/20/2006,9,103
32347,1080,10/10/2006,11,83
32348,868,9/2/2006,9,121
32349,1328,8/21/2006,12,133
32350,971,3/26/2006,10,281
32351,1212,4/19/2006,13,257
32352,1023,11/21/2006,11,41
32353,910,5/24/2006,11,222
32354,864,8/8/2006,10,146
32355,457,4/19/2006,6,257
32356,1030,8/11/2006,12,143
32357,1108,12/20/2006,14,12
32358,604,1/16/2006,5,350
32359,1681,9/14/2006,17,109
32360,1124,11/30/2006,14,32
32361,1246,7/27/2006,13,158
32362,427,9/22/2005,7,466
32363,699,8/19/2006,7,135
32364,1539,6/27/2006,13,188
32365,736,10/15/2006,7,78
32366,836,3/4/2006,8,303
32367,1060,5/28/2006,13,218
32368,314,10/3/2006,4,90
32369,650,3/14/2006,8,293
32370,989,8/3/2006,12,151
32371,1285,10/1/2006,15,92
32372,1398,7/4/2006,17,181
32373,864,7/15/2006,9,170
32374,719,11/3/2006,5,59
32375,573,7/16/2006,6,169
32376,767,8/3/2005,6,516
32377,1201,6/21/2006,10,194
32378,1152,7/25/2006,10,160
